ds_ind_id,cluster_id
1,bundle-000001
64140,bundle-000001
6,bundle-000002
9906,bundle-000002
32695,bundle-000002
63255,bundle-000002
14,bundle-000003
16248,bundle-000003
16,bundle-000004
38474,bundle-000004
17,bundle-000005
22296,bundle-000005
38287,bundle-000005
44610,bundle-000005
51240,bundle-000005
60198,bundle-000005
32,bundle-000006
2180,bundle-000006
39,bundle-000007
24499,bundle-000007
54,bundle-000008
3178,bundle-000008
8707,bundle-000008
24563,bundle-000008
26223,bundle-000008
44574,bundle-000008
64165,bundle-000008
64,bundle-000009
2934,bundle-000009
68,bundle-000010
4057,bundle-000010
14111,bundle-000010
20169,bundle-000010
69,bundle-000011
15598,bundle-000011
70,bundle-000012
5000,bundle-000012
24624,bundle-000012
27757,bundle-000012
39219,bundle-000012
57717,bundle-000012
72,bundle-000013
97,bundle-000014
24700,bundle-000014
98,bundle-000015
101,bundle-000016
105,bundle-000017
108,bundle-000018
8135,bundle-000018
111,bundle-000019
127,bundle-000020
129,bundle-000021
54778,bundle-000021
131,bundle-000022
6888,bundle-000022
149,bundle-000023
32279,bundle-000023
160,bundle-000024
19058,bundle-000024
21476,bundle-000024
60616,bundle-000024
162,bundle-000025
1760,bundle-000025
5745,bundle-000025
173,bundle-000026
14056,bundle-000026
176,bundle-000027
21317,bundle-000027
42252,bundle-000027
48774,bundle-000027
55030,bundle-000027
181,bundle-000028
16805,bundle-000028
61489,bundle-000028
188,bundle-000029
798,bundle-000029
191,bundle-000030
27090,bundle-000030
63521,bundle-000030
196,bundle-000031
14826,bundle-000031
38007,bundle-000031
53895,bundle-000031
197,bundle-000032
22609,bundle-000032
206,bundle-000033
22958,bundle-000033
26145,bundle-000033
214,bundle-000034
44832,bundle-000034
216,bundle-000035
218,bundle-000036
407,bundle-000036
1733,bundle-000036
14919,bundle-000036
23226,bundle-000036
25305,bundle-000036
27484,bundle-000036
28174,bundle-000036
29397,bundle-000036
29708,bundle-000036
29750,bundle-000036
33437,bundle-000036
34017,bundle-000036
34424,bundle-000036
40444,bundle-000036
42573,bundle-000036
43538,bundle-000036
44690,bundle-000036
48023,bundle-000036
59906,bundle-000036
59909,bundle-000036
230,bundle-000037
30987,bundle-000037
231,bundle-000038
